wine_name,grape,region,country,year,price,rating,review
Merlot fromToscana,Merlot, Toscana,Italy,2018,9.66,3.9,"Not so much of a review,
More a diary note of our family house wine consumption.
Difficult to add to what we’ve said before, but certainly a good choice as expected with minted lamb and later with a delicious English cheeseboard. 
No need to help the 🇫🇷 economy in the post Brexit world when we have BaronBigod, Suffolk Blue
and Leicester Red, well able to support our local poets as the saying goes. Stilton in a league of its own anyway...
Rich deep red fruit in the wine never disappoints btw!"
Merlot fromToscana,Merlot, Toscana,Italy,2018,9.66,3.9,Vanilla oak cherry on the nose vanilla oak cherry plums on the palate small tannins good finish
Merlot fromToscana,Merlot, Toscana,Italy,2018,9.66,3.9,"Nose, Cloves, red berries, vanilla, cask.
Palate. Sweet on the intro, acidity in developement, good balance and mouthfeel, finish a bit short, easy and good wine at the price range. "
Merlot fromToscana,Merlot, Toscana,Italy,2018,9.66,3.9,"Rich, warm, flavourful, good value"
Merlot fromToscana,Merlot, Toscana,Italy,2018,9.66,3.9,"Rich, warm, flavourful, good value"
Merlot fromToscana,Merlot, Toscana,Italy,2018,9.66,3.9,"Super cooked Curioso. Smells like sun dried raisins, think Amarone but tastes like weird ass light and acidic bastard northern Italian. Who'd have think it?"
Merlot fromToscana,Merlot, Toscana,Italy,2018,9.66,3.9,Sweet and fruity 
Merlot fromToscana,Merlot, Toscana,Italy,2018,9.66,3.9,Value for money 
Merlot fromToscana,Merlot, Toscana,Italy,2018,9.66,3.9,Our bottle was 2019. It was anything but dry. It drinks like syrup. 
Merlot fromToscana,Merlot, Toscana,Italy,2018,9.66,3.9,"A great wine for a Sunday afternoon with cheese and cold meat. Blueberry, plum, vanilla and oaky notes. "
Merlot fromToscana,Merlot, Toscana,Italy,2018,9.66,3.9,"A great wine for a Sunday afternoon with cheese and cold meat. Blueberry, plum, vanilla and oaky notes. "
Merlot fromToscana,Merlot, Toscana,Italy,2018,9.66,3.9,"A great wine for a Sunday afternoon with cheese and cold meat. Blueberry, plum, vanilla and oaky notes. "
Merlot fromSaint-Émilion Grand Cru,Merlot, Saint-Émilion Grand Cru,France,2018,20.98,4.2,Deep garnet purple stewed plum blackberry pie blueberry with hints of cedar and bay leaves. Full and concentrated with long spicy finish
Merlot fromSaint-Émilion Grand Cru,Merlot, Saint-Émilion Grand Cru,France,2018,20.98,4.2,"Dry, but not too dry. Slight sweetness. Bold. Rich. Leather touch. "
Merlot fromSaint-Émilion Grand Cru,Merlot, Saint-Émilion Grand Cru,France,2018,20.98,4.2,"Delicious. Lighter than I expected - earthy, cocoa, suede breezes across basket of raspberries with a few cranberries mixed in - hints of bay leaf and a nice peppery finish. A good tannic structure, so let it open up for an hour or more. I would def buy this again. "
Merlot fromSaint-Émilion Grand Cru,Merlot, Saint-Émilion Grand Cru,France,2018,20.98,4.2,"Delicious. Lighter than I expected - earthy, cocoa, suede breezes across basket of raspberries with a few cranberries mixed in - hints of bay leaf and a nice peppery finish. A good tannic structure, so let it open up for an hour or more. I would def buy this again. "
Merlot fromSaint-Émilion Grand Cru,Merlot, Saint-Émilion Grand Cru,France,2018,20.98,4.2,"Delicious. Lighter than I expected - earthy, cocoa, suede breezes across basket of raspberries with a few cranberries mixed in - hints of bay leaf and a nice peppery finish. A good tannic structure, so let it open up for an hour or more. I would def buy this again. "
Merlot fromSaint-Émilion Grand Cru,Merlot, Saint-Émilion Grand Cru,France,2018,20.98,4.2,"Delicious. Lighter than I expected - earthy, cocoa, suede breezes across basket of raspberries with a few cranberries mixed in - hints of bay leaf and a nice peppery finish. A good tannic structure, so let it open up for an hour or more. I would def buy this again. "
Merlot fromSaint-Émilion Grand Cru,Merlot, Saint-Émilion Grand Cru,France,2018,20.98,4.2,"Raspberry, slate and cocoa on the nose. Mostly raspberry. Super smooth. Little tartness. Well balanced to the point of no distinct taste on first taste. Lighter raspberry. Some earthiness and cocoa"
Merlot fromSaint-Émilion Grand Cru,Merlot, Saint-Émilion Grand Cru,France,2018,20.98,4.2,"Raspberry, slate and cocoa on the nose. Mostly raspberry. Super smooth. Little tartness. Well balanced to the point of no distinct taste on first taste. Lighter raspberry. Some earthiness and cocoa"
Merlot fromSaint-Émilion Grand Cru,Merlot, Saint-Émilion Grand Cru,France,2018,20.98,4.2,CM. Reasonable red wine
Merlot fromSaint-Émilion Grand Cru,Merlot, Saint-Émilion Grand Cru,France,2018,20.98,4.2,"Very warm with toasty, tobacco notes. "
Merlot fromSaint-Émilion Grand Cru,Merlot, Saint-Émilion Grand Cru,France,2018,20.98,4.2,"I bought some random Bordeauxs at the Central Market 20% off sale. Opened this reasonably priced Saint-Émilion Grand Cru to enjoy with an American Wagyu ribeye. 

Proof that it’s better to be lucky than good. This wine is delightful. Dry, complex, tannic, and slightly astringent (think persimmons). 

Now on to the steak. "
Merlot fromSaint-Émilion Grand Cru,Merlot, Saint-Émilion Grand Cru,France,2018,20.98,4.2,"I bought some random Bordeauxs at the Central Market 20% off sale. Opened this reasonably priced Saint-Émilion Grand Cru to enjoy with an American Wagyu ribeye. 

Proof that it’s better to be lucky than good. This wine is delightful. Dry, complex, tannic, and slightly astringent (think persimmons). 

Now on to the steak. "
Merlot fromSaint-Émilion Grand Cru,Merlot, Saint-Émilion Grand Cru,France,2018,20.98,4.2,"3.7
80% Merlot, 15% Cabernet Franc and 5% Cabernet Sauvignon 
12-14 months in oak barrels, 14,5% Vol.
Dark berries, dark fruits, some cassis, oak and leather 
Quite high acidity, medium + tannins 
Fair QPR (<20€)
Should be decanted, opened up after two hours (my first impression after opening the bottle was 3.5 stars)"
Merlot fromSaint-Émilion Grand Cru,Merlot, Saint-Émilion Grand Cru,France,2018,20.98,4.2,"3.7
80% Merlot, 15% Cabernet Franc and 5% Cabernet Sauvignon 
12-14 months in oak barrels, 14,5% Vol.
Dark berries, dark fruits, some cassis, oak and leather 
Quite high acidity, medium + tannins 
Fair QPR (<20€)
Should be decanted, opened up after two hours (my first impression after opening the bottle was 3.5 stars)"
Merlot fromSaint-Émilion Grand Cru,Merlot, Saint-Émilion Grand Cru,France,2018,20.98,4.2,"3.7
80% Merlot, 15% Cabernet Franc and 5% Cabernet Sauvignon 
12-14 months in oak barrels, 14,5% Vol.
Dark berries, dark fruits, some cassis, oak and leather 
Quite high acidity, medium + tannins 
Fair QPR (<20€)
Should be decanted, opened up after two hours (my first impression after opening the bottle was 3.5 stars)"
Merlot fromSaint-Émilion Grand Cru,Merlot, Saint-Émilion Grand Cru,France,2018,20.98,4.2, leather oak earthy plum
Merlot fromSaint-Émilion Grand Cru,Merlot, Saint-Émilion Grand Cru,France,2018,20.98,4.2, leather oak earthy plum
Merlot fromSaint-Émilion Grand Cru,Merlot, Saint-Émilion Grand Cru,France,2018,20.98,4.2,"Raspberry, cocoa, earth"
Merlot fromSaint-Émilion Grand Cru,Merlot, Saint-Émilion Grand Cru,France,2018,20.98,4.2,"Another 2018 that I have enjoyed. Very approachable already despite its youth. 2018 is looking like a cracker. Nose is oak, cedar, tobacco, palate is, blackcurrant, cassis, slate. Tannins are prominent, decant 90 mins +
I look forward to trying these 18's in 2/3 years time. "
Merlot fromSaint-Émilion Grand Cru,Merlot, Saint-Émilion Grand Cru,France,2018,20.98,4.2,"Medium-intense, fruity, evolved,dried tobacco, dried meat, plums,  cherries, dark chocolate, dryness, high acidity, evolved.
Interestingly evolved sensations.
Dry ending,"
Merlot fromSaint-Émilion Grand Cru,Merlot, Saint-Émilion Grand Cru,France,2018,20.98,4.2,"Ok for the price
"
Merlot fromSaint-Émilion Grand Cru,Merlot, Saint-Émilion Grand Cru,France,2018,20.98,4.2,Good classic blend from st emilion. 
Merlot fromSaint-Émilion Grand Cru,Merlot, Saint-Émilion Grand Cru,France,2018,20.98,4.2,"A serious Bdx at an attractive price. The warm 2018 has given this St Emilion abundant fruit, but there is also plenty of tannins and acid. Not as complex or rewarding as the best, of course, but a good wine with great QPR. "
Merlot fromSaint-Émilion Grand Cru,Merlot, Saint-Émilion Grand Cru,France,2018,20.98,4.2,"A serious Bdx at an attractive price. The warm 2018 has given this St Emilion abundant fruit, but there is also plenty of tannins and acid. Not as complex or rewarding as the best, of course, but a good wine with great QPR. "
Merlot fromSaint-Émilion Grand Cru,Merlot, Saint-Émilion Grand Cru,France,2018,20.98,4.2,"solid 4.5. lovely, blackberry, hint of cassis, and warm Saint Emilion stone.
"
Merlot fromSaint-Émilion Grand Cru,Merlot, Saint-Émilion Grand Cru,France,2018,20.98,4.2,"Good structure but needs more time, still a bit green IMO. "
Merlot fromSaint-Émilion Grand Cru,Merlot, Saint-Émilion Grand Cru,France,2018,20.98,4.2,"Good structure but needs more time, still a bit green IMO. "
Merlot fromSaint-Émilion Grand Cru,Merlot, Saint-Émilion Grand Cru,France,2018,20.98,4.2,My favorite wine currently. 
Merlot fromSaint-Émilion Grand Cru,Merlot, Saint-Émilion Grand Cru,France,2018,20.98,4.2,"Mmmmmm…. Cassis, licorice, deep plum, bay leaf and soft leather. Delicious "
Merlot fromSaint-Émilion Grand Cru,Merlot, Saint-Émilion Grand Cru,France,2018,20.98,4.2,"Mmmmmm…. Cassis, licorice, deep plum, bay leaf and soft leather. Delicious "
Merlot fromSaint-Émilion Grand Cru,Merlot, Saint-Émilion Grand Cru,France,2018,20.98,4.2,"Mmmmmm…. Cassis, licorice, deep plum, bay leaf and soft leather. Delicious "
Merlot fromSaint-Émilion Grand Cru,Merlot, Saint-Émilion Grand Cru,France,2018,20.98,4.2,"Mmmmmm…. Cassis, licorice, deep plum, bay leaf and soft leather. Delicious "
Merlot fromSaint-Émilion Grand Cru,Merlot, Saint-Émilion Grand Cru,France,2018,20.98,4.2,Last rating still holds. 
Merlot fromSaint-Émilion Grand Cru,Merlot, Saint-Émilion Grand Cru,France,2018,20.98,4.2,Last rating still holds. 
Merlot fromSaint-Émilion Grand Cru,Merlot, Saint-Émilion Grand Cru,France,2018,20.98,4.2,"Dusty tannins, black fruits, cocoa, very very good qpr. 4.4"
Merlot fromSaint-Émilion Grand Cru,Merlot, Saint-Émilion Grand Cru,France,2018,20.98,4.2,"Dusty tannins, black fruits, cocoa, very very good qpr. 4.4"
Merlot fromSaint-Émilion Grand Cru,Merlot, Saint-Émilion Grand Cru,France,2018,20.98,4.2,"Dusty tannins, black fruits, cocoa, very very good qpr. 4.4"
Merlot fromSaint-Émilion Grand Cru,Merlot, Saint-Émilion Grand Cru,France,2018,20.98,4.2,"Very nice. A hint of vanilla, Blackberry, plum, dark berries. Nice body. "
Merlot fromSaint-Émilion Grand Cru,Merlot, Saint-Émilion Grand Cru,France,2018,20.98,4.2,Good value and very drinkable
Merlot fromSaint-Émilion Grand Cru,Merlot, Saint-Émilion Grand Cru,France,2018,20.98,4.2,Good value and very drinkable
Merlot fromSaint-Émilion Grand Cru,Merlot, Saint-Émilion Grand Cru,France,2018,20.98,4.2,Good value and very drinkable
Merlot fromSaint-Émilion Grand Cru,Merlot, Saint-Émilion Grand Cru,France,2018,20.98,4.2,"Nice St. Emilion. Fullbodied, dark, nicely balanced, black fruit, plum, vanilla."
Merlot fromSaint-Émilion Grand Cru,Merlot, Saint-Émilion Grand Cru,France,2018,20.98,4.2,"Fan-freaking-tastic. Nose had cocoa, blackberry, and leather. Lovely mouth of more blackberry, tobacco, and vanilla with a cocoa and oak finish. Balanced mouthfeel with very pleasant tannins. A steal at the price!"
Merlot fromSaint-Émilion Grand Cru,Merlot, Saint-Émilion Grand Cru,France,2018,20.98,4.2,"Fan-freaking-tastic. Nose had cocoa, blackberry, and leather. Lovely mouth of more blackberry, tobacco, and vanilla with a cocoa and oak finish. Balanced mouthfeel with very pleasant tannins. A steal at the price!"
Merlot fromSaint-Émilion Grand Cru,Merlot, Saint-Émilion Grand Cru,France,2018,20.98,4.2,"Superb Saint-Émilion... Very young now, but deep, elegant, layered and potent. 
There are a lot of god attributes that will grow in this wine, if patient. 
Incredible Qpr you get for it... 4.3 pts now. "
Merlot fromSaint-Émilion Grand Cru,Merlot, Saint-Émilion Grand Cru,France,2018,20.98,4.2,"Superb Saint-Émilion... Very young now, but deep, elegant, layered and potent. 
There are a lot of god attributes that will grow in this wine, if patient. 
Incredible Qpr you get for it... 4.3 pts now. "
Merlot fromSaint-Émilion Grand Cru,Merlot, Saint-Émilion Grand Cru,France,2018,20.98,4.2,"Plum, blackberry, leather, oak and earthy note"
Merlot fromSaint-Émilion Grand Cru,Merlot, Saint-Émilion Grand Cru,France,2018,20.98,4.2,"4.3 vanilla, oak, mulberry medium to high acidity and tannins yet still smooth. Complicated wine I like it and value..outstanding "
Merlot fromSaint-Émilion Grand Cru,Merlot, Saint-Émilion Grand Cru,France,2018,20.98,4.2,"4.3 vanilla, oak, mulberry medium to high acidity and tannins yet still smooth. Complicated wine I like it and value..outstanding "
Merlot fromSaint-Émilion Grand Cru,Merlot, Saint-Émilion Grand Cru,France,2018,20.98,4.2,"4.3 vanilla, oak, mulberry medium to high acidity and tannins yet still smooth. Complicated wine I like it and value..outstanding "
